Date,Apt,Floor_plan,Beds/Baths,Rent,Deposit,Sq.Ft,Limited_Time_Offer,Available
20230430,modera,S01,Studio / 1 ba,"Starting from $1,997/month",$300,477+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230430,modera,S01L,Studio / 1 ba,"$2,700/month",$300,641+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230430,modera,S02,Studio / 1 ba,"Starting from $2,153/month",$300,498+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230430,modera,A09,1 bd/1 ba,"Starting from $2,024/month",$300,640,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230430,modera,A10,1 bd/1 ba,"Starting from $2,324/month",$300,672+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230430,modera,A12,1 bd/1 ba,"Starting from $2,389/month",$300,751+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230430,modera,A15D,1 bd/1 ba,"Starting from $2,595/month",$300,790+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230430,modera,A16D,1 bd/1 ba,"Starting from $2,540/month",$300,882,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230430,modera,B03,2 bd/2 ba,"Starting from $3,056/month",$300,"1,039+",/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230430,modera,B07,2 bd/2 ba,"Starting from $3,120/month",$300,"1,233",/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
20230430,modera,S01L,Studio / 1 ba,"$2,700/month",$300,641+,/,"Up to 8 weeks for free!* Valid Through : Apr 14, 2023 - Apr 30, 2023 Live up to 8 weeks for free! Contact us for more details! *Restrictions apply."
